2,600,0.121503,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,1
7,2587,0.033233,234906.816327,0.005399,7,1686,1493084692.682825,0.034076,37628.122449,0.000209,1
4,212,157.212299,0.000000,153812.707561,4,372,1493083345.848893,157.213710,192.000000,154053.925000,1
12,2997,0.051601,155266.520833,0.002861,11,3687,1493084692.867612,0.013324,93133.421488,0.000286,1
6,350,155.201170,56.888889,111349.601492,8,2317,1493083346.881436,1.334401,140419.734375,95972.759273,1
2,96,1.235338,0.000000,0.000000,2,96,1493084301.241917,1.235496,0.000000,0.000000,1
5,617,0.017795,6036.640000,0.004209,8,1395,1493084708.814108,0.003357,49654.234375,0.000230,1
127,169472,0.000006,36551.645979,0.009690,5,1113,1493082794.272352,0.274847,62542.640000,0.070143,1
14,12744,0.305494,318150.489796,1341.501282,12,2344,1493082798.285592,0.266100,21459.555556,1732.257076,1
5,3986,0.030988,336354.160000,0.000308,5,591,1493084696.708700,0.015135,9409.360000,0.000297,1
12,1296,0.052079,6216.333333,4545.142141,14,2714,1493082643.315004,0.003555,53711.265306,6370.153098,1
1,31,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,1
6,4713,0.000670,358954.250000,0.004019,14,15541,1493083924.937000,0.000002,244090.637755,0.000082,1
12,1072,0.000896,4806.555556,0.000066,11,2703,1493084356.571613,0.002930,66923.652893,0.000091,1
2,62,686.412770,0.000000,0.000000,1,33,1493084006.394916,0.000000,0.000000,0.000000,1
13,1400,0.027460,5739.289941,4256.547974,14,2714,1493083843.027653,0.003451,53711.265306,6385.086265,1
45,36493,0.031541,204911.064691,7.487859,27,12744,1493083462.481237,0.199158,96.148148,12.358127,1
2,573,0.000006,79242.250000,0.000000,2,1386,1493083908.704725,0.000082,196.000000,0.000000,1
111,55737,0.000524,244590.206964,2242.180798,72,50977,1493082499.734260,0.000163,545.985918,2972.787934,1
15,5457,0.015559,251709.626667,3779.200944,16,2865,1493083242.889656,0.003704,48827.183594,5601.820289,1
140,32095,0.168453,25084.530357,1775.715329,140,6171,1493082486.822847,0.186825,123.143827,1799.111103,1
132,172408,0.000007,63991.470156,18.293249,20,14054,1493084351.183052,0.008569,297995.410000,0.028242,1
2,600,900.042714,0.000000,0.000000,2,600,1493083343.644487,900.042888,0.000000,0.000000,1
0,0,0.000000,0.000000,0.000000,1,300,1493084690.119470,0.000000,0.000000,0.000000,1
74,9268,30.068819,562.562454,1014.071011,0,0,0.000000,0.000000,0.000000,0.000000,1
12,4500,0.024175,48427.333333,125494.869493,27,22802,1493082487.304644,0.013764,312330.175583,51748.804842,1
37,24143,63.191925,30265.330898,2633.996519,40,16536,1493082500.890085,61.645561,162809.040000,2695.072389,1
33,20312,0.084317,330667.280073,44628.680089,34,24699,1493082502.718124,0.082404,346769.540657,34026.559700,1
6,1037,0.096518,21213.138889,0.002674,5,3682,1493084132.796191,0.098275,292336.240000,0.005885,1
5,1113,0.059729,62542.640000,0.003521,128,171829,1493082937.438212,0.000009,29273.258240,0.000217,1
9,3364,0.010467,268259.283951,0.000485,11,4590,1493084350.866846,0.000655,229423.289256,0.000268,1
8,1319,0.010096,34889.859375,0.000163,24,25928,1493084352.586834,0.000514,250523.972222,0.000029,1
13,5166,0.059182,57590.390533,3.610061,13,9042,1493082696.744996,0.053453,144229.786982,3.073835,1
7,3324,0.005187,327018.122449,0.000250,6,3189,1493084351.127071,0.002472,282081.583333,0.000556,1
10,1859,0.010443,47464.890000,0.000309,8,1129,1493083793.938134,0.013302,27803.359375,7055.985591,1
6,1839,1.002981,42.250000,109216.129529,0,0,0.000000,0.000000,0.000000,0.000000,0
17,19722,0.000910,54724.339100,0.501479,14,17903,1359941628.946261,0.000052,197139.739796,4.153318,0
26,26242,0.001193,155430.828402,43.540377,19,20668,1359942016.821171,0.000065,323513.955679,67.520550,0
16,17760,0.002488,97744.125000,0.344964,11,13918,1359941445.093542,0.000064,179838.743802,0.003331,0
18,19926,0.000717,118195.111111,0.447985,14,17907,1359941831.568904,0.000061,196535.209184,0.011019,0
